,日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）,接单时间
12686,	20200824-20200826,89580281795091754,2020-08-25 23:13:07	,0秒,时尚花店	,8958028,武威	,在线支付,订单取消,用户提交订单,否,245.0,179.0,0.0,85.0,店长推荐づ——	,『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花,,,1,245.0,179.0,66.0,66.0,0.0,否,0,0.0,0.0,0.0,是,满59.0元赠赠送精美贺卡（可写祝福语*1/购买『倾城倾国』11枝红玫瑰配尤加利韩式花束七夕情人节礼物鲜花原价245.0元现价179.0元	,否,未回复,,0.00分,0.0,,其他	,0
12687,	20200824-20200826,89580291269807160,2020-08-24 12:25:44	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,是,399.0,141.0,0.0,297.0,约惠七夕19枝	,『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,31401	,1,399.0,141.0,258.0,258.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情意绵绵』19枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价399.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
12688,	20200824-20200826,89580293049752078,2020-08-24 14:59:24	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,是,269.0,131.0,0.0,177.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,131.0,138.0,138.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
12689,	20200824-20200826,89580293736842411,2020-08-24 18:39:01	,349秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,49.9,46.9,0.0,42.0,向日葵花づ———	,『特价优惠』一枝向日葵搭配雏菊韩式花束特价款,,,1,49.9,46.9,3.0,3.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,349
12691,	20200824-20200826,89580292386186755,2020-08-25 10:42:12	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,298.0,131.0,0.0,206.0,约惠七夕11枝	,『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花,,38021	,1,298.0,131.0,167.0,167.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花原价298.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
12695,	20200824-20200826,89580291795091754,2020-08-25 13:08:52	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,338.0,235.0,0.0,142.0,热销专区づ———	,『莫半花语』33枝蓝色妖姬搭配满天星花束情人节送女友鲜花店,,QRJ035	,1,338.0,235.0,103.0,103.0,0.0,否,0,0.0,0.0,0.0,是,满200.0元减100.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
12697,	20200824-20200826,89580293382704585,2020-08-25 14:19:28	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,149.0,96.0,0.0,92.0,生日快乐づ———	,『温香艳玉』11枝红玫瑰花搭配尤加利圣诞礼盒生日礼物鲜花店,,CCASD1	,1,149.0,96.0,53.0,53.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
12700,	20200824-20200826,89580294016847411,2020-08-25 16:46:58	,590秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,149.0,96.0,0.0,92.0,生日快乐づ———	,『温香艳玉』11枝红玫瑰花搭配尤加利圣诞礼盒生日礼物鲜花店,,CCASD1	,1,149.0,96.0,53.0,53.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,590
12703,	20200824-20200826,89580290075108782,2020-08-25 19:21:33	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,238.0,136.0,0.0,141.0,店长推荐づ——	,『芬芳馥郁』11枝红玫瑰搭配满天星花束520送女友情人节鲜花,,ZMM007	,1,238.0,136.0,102.0,102.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『芬芳馥郁』11枝红玫瑰搭配满天星花束七夕礼物情人节鲜花原价238.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
12704,	20200824-20200826,89580291294596594,2020-08-25 20:08:42	,0秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,458.0,128.0,8.0,361.0,折扣专区づ———	,『艾欧尼亚』66枝红玫瑰花鲜花束送女友闺蜜生日礼物鲜花店,,aony01	,1,458.0,128.0,330.0,322.0,8.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了首单支付红包减8元/购买『艾欧尼亚』 66枝红玫瑰白纱花束送女友闺蜜七夕礼物原价458.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
12706,	20200824-20200826,89580293968253920,2020-08-25 22:54:23	,195秒,花友鲜花（七夕情人节，礼物，鲜花）	,8958029,开封	,在线支付,订单取消,用户提交订单,否,598.0,216.0,0.0,421.0,约惠七夕19枝	,『高雅素洁』19枝蓝色妖姬搭配情人草礼盒七夕情人节礼物鲜花店,,CJWS14	,1,598.0,216.0,382.0,382.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『高雅素洁』19枝蓝色妖姬搭配情人草礼盒七夕情人节礼物鲜花店原价598.0元现价219.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,195
12725,	20200824-20200826,89580300857763225,2020-08-24 22:41:48	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,是,249.0,126.0,0.0,162.0,店长推荐づ——	,『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花,,TH001	,1,245.0,124.0,121.0,121.0,0.0,否,0,0.0,0.0,4.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花原价245.0元现价129.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
12727,	20200824-20200826,89580304235444324,2020-08-24 20:29:08	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,269.0,129.0,0.0,179.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,129.0,140.0,140.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元	,否,未回复,,0.00分,0.0,2020-08-24 23:28:49	,其他	,1
12729,	20200824-20200826,89580303470084206,2020-08-25 01:21:46	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,306.0,135.0,0.0,210.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,129.0,169.0,169.0,0.0,否,0,0.0,0.0,8.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价129.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,1
12730,	20200824-20200826,89580302386186755,2020-08-25 01:42:35	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,322.0,155.0,0.0,206.0,店长推荐づ——	,『海枯石烂』19枝红玫瑰搭配满天星礼盒520送女友情人节鲜花,,ZMM022	,1,318.0,153.0,165.0,165.0,0.0,否,0,0.0,0.0,4.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『海枯石烂』19枝红玫瑰搭配满天星礼盒七夕礼物情人节鲜花原价318.0元现价158.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,已回复,,0.00分,0.0,2020-08-25 14:50:02	,其他	,1
12731,	20200824-20200826,89580301677285159,2020-08-25 02:11:06	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,308.0,132.0,0.0,215.0,约惠七夕11枝	,『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花,,38021	,1,298.0,124.0,174.0,174.0,0.0,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花原价298.0元现价129.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,1
12735,	20200824-20200826,89580302028886957,2020-08-25 09:49:53	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,598.0,234.0,0.0,403.0,约惠七夕33枝	,『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店,,QRJ009	,1,598.0,234.0,364.0,364.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店原价598.0元现价239.0元/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,1
12736,	20200824-20200826,89580304235599124,2020-08-25 10:19:08	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,298.0,129.0,0.0,208.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,129.0,169.0,169.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价129.0元	,否,未回复,,0.00分,0.0,,其他	,1
12738,	20200824-20200826,89580303168576338,2020-08-25 14:00:05	,2秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,255.0,171.0,0.0,123.0,折扣专区づ———	,『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店,,ZALH09	,1,245.0,163.0,82.0,82.0,0.0,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜七夕礼物原价245.0元现价168.0元/减配送费2.0元/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,2
12739,	20200824-20200826,89580303413631004,2020-08-25 16:37:00	,2秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,247.0,179.0,0.0,107.0,店长推荐づ——	,『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花,,TH001	,1,245.0,179.0,66.0,66.0,0.0,否,0,0.0,0.0,2.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『亭亭玉立』11枝粉玫瑰配尤加利韩式花束情人节七夕礼物鲜花原价245.0元现价179.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,2
12743,	20200824-20200826,89580302141837702,2020-08-25 05:11:38	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,258.0,183.0,5.0,109.0,约惠七夕19枝	,『爱情爱情』19枝红玫瑰搭配两朵百合鲜花礼盒 生日礼物爱人,,ZK003	,1,258.0,183.0,75.0,70.0,5.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『爱情爱情』19枝红玫瑰搭配两朵百合鲜花七夕情人节礼盒原价258.0元现价188.0元	,否,未回复,,0.00分,0.0,,其他	,0
12754,	20200824-20200826,89580300890902196,2020-08-25 08:05:10	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,269.0,124.0,0.0,184.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,124.0,145.0,145.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,0
12760,	20200824-20200826,89580300428454022,2020-08-25 08:41:48	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,188.0,158.0,0.0,69.0,活动专区づ———	,『柔情蜜意』19枝红色康乃馨搭配满天星尤加利花束38女神节,,HD003	,1,188.0,158.0,30.0,30.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减30.0元/满39.9元赠精美贺卡（可写祝福语）*1	,否,未回复,,0.00分,0.0,2020-08-25 14:09:05	,其他	,1
12763,	20200824-20200826,89580303900237471,2020-08-25 08:49:38	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,273.0,131.0,0.0,181.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,129.0,140.0,140.0,0.0,否,0,0.0,0.0,4.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,2020-08-25 14:16:55	,其他	,0
12765,	20200824-20200826,89580302742513103,2020-08-25 09:14:28	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,258.0,154.0,0.0,143.0,约惠七夕19枝	,『Classic C4款』19红玫瑰鲜花+配草+2只小熊礼盒,,C4ZK01	,1,258.0,154.0,104.0,104.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『Classic C4款』19枝红玫瑰+2只小熊七夕情人节原价258.0元现价159.0元/用户使用了商家代金券减5元	,否,已回复,,0.00分,0.0,2020-08-25 14:44:19	,其他	,1
12769,	20200824-20200826,89580302631357360,2020-08-25 09:37:27	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,308.0,132.0,0.0,215.0,约惠七夕11枝	,『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花,,38021	,1,298.0,124.0,174.0,174.0,0.0,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花原价298.0元现价129.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,已回复,,0.00分,0.0,2020-08-25 14:55:21	,其他	,0
12770,	20200824-20200826,89580303022998726,2020-08-25 09:48:32	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,298.0,231.0,0.0,106.0,热销专区づ———	,『觅爱追欢』19枝粉玫瑰搭配尤加利红豆花束情人节送女友鲜花店,,QRJ007	,1,288.0,223.0,65.0,65.0,0.0,否,0,0.0,0.0,10.0,是,满200.0元减60.0元/满39.9元赠精美贺卡（可写祝福语）*1/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,2020-08-25 14:49:28	,其他	,0
12771,	20200824-20200826,89580303153966786,2020-08-25 09:53:02	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,269.0,124.0,0.0,184.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,124.0,145.0,145.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
12772,	20200824-20200826,89580301942759482,2020-08-25 09:59:59	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,269.0,129.0,0.0,179.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,129.0,140.0,140.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价129.0元	,是,未回复,,0.00分,0.0,2020-08-25 15:01:33	,其他	,0
12773,	20200824-20200826,89580302142286626,2020-08-25 10:09:36	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,379.0,157.0,0.0,261.0,约惠七夕11枝	,『福禄鸳鸯』11枝蓝色妖姬搭配满天星花束七夕情人节礼物鲜花,,XH007	,1,369.0,149.0,220.0,220.0,0.0,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『福禄鸳鸯』11枝蓝色妖姬搭配满天星花束七夕情人节礼物鲜花原价369.0元现价149.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,2020-08-25 15:16:16	,其他	,0
12779,	20200824-20200826,89580300876838745,2020-08-25 13:45:12	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,298.0,169.0,5.0,163.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,169.0,129.0,124.0,5.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价179.0元/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,2020-08-25 18:21:15	,其他	,0
12783,	20200824-20200826,89580303316534216,2020-08-25 13:55:40	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,344.0,277.0,0.0,106.0,热销专区づ———	,『莫半花语』33枝蓝色妖姬搭配满天星花束情人节送女友鲜花店,,QRJ035	,1,338.0,273.0,65.0,65.0,0.0,否,0,0.0,0.0,6.0,是,满200.0元减60.0元/满39.9元赠精美贺卡（可写祝福语）*1/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,1
12784,	20200824-20200826,89580301121767622,2020-08-25 14:46:09	,0秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,用户提交订单,否,306.0,185.0,0.0,160.0,约惠七夕11枝	,『心心相印』11枝香槟玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花,,XH001	,1,298.0,179.0,119.0,119.0,0.0,否,0,0.0,0.0,8.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『心心相印』11枝香槟玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花原价298.0元现价179.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,0
12788,	20200824-20200826,89580303557235074,2020-08-25 16:56:14	,1秒,不忘初心花艺·七夕鲜花	,8958030,金华	,在线支付,订单取消,配送中,否,273.0,181.0,0.0,131.0,约惠七夕11枝	,『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,179.0,90.0,90.0,0.0,否,0,0.0,0.0,4.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价179.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,1
